gamePk,gameDate,away_team,home_team,venue,away_runs,away_hits,away_errors,home_runs,home_hits,home_errors,winner_team,loser_team,game_duration
71679,1901-08-05,Boston Americans,Baltimore Orioles,Oriole Park,3.0,7.0,0.0,1.0,3.0,2.0,,,
71680,1901-08-05,Boston Americans,Baltimore Orioles,Oriole Park,0.0,4.0,5.0,9.0,10.0,1.0,,,
71682,1901-08-05,Chicago Orphans,Cincinnati Reds,League Park,7.0,14.0,1.0,10.0,14.0,1.0,,,
71687,1901-08-05,St. Louis Cardinals,Pittsburgh Pirates,Exposition Park,20.0,21.0,1.0,6.0,13.0,7.0,,,
71681,1901-08-05,Brooklyn Superbas,Boston Beaneaters,South End Grounds,1.0,7.0,2.0,2.0,4.0,1.0,,,
71684,1901-08-05,Detroit Tigers,Milwaukee Brewers,Lloyd Street Grounds,4.0,10.0,11.0,19.0,17.0,2.0,,,
71683,1901-08-05,Cleveland Blues,Chicago White Sox,South Side Park ,6.0,8.0,3.0,3.0,8.0,7.0,,,
71690,1901-08-06,Chicago Orphans,Cincinnati Reds,League Park,6.0,9.0,1.0,2.0,5.0,3.0,,,
71693,1901-08-06,St. Louis Cardinals,Pittsburgh Pirates,Exposition Park,1.0,7.0,2.0,8.0,10.0,1.0,,,
71692,1901-08-06,Philadelphia Phillies,Boston Beaneaters,South End Grounds,3.0,7.0,2.0,5.0,12.0,0.0,,,
71691,1901-08-06,Detroit Tigers,Milwaukee Brewers,Lloyd Street Grounds,8.0,9.0,4.0,4.0,6.0,4.0,,,
71700,1901-08-07,Washington Senators,Philadelphia Athletics,Columbia Park,1.0,7.0,2.0,4.0,12.0,0.0,,,
71701,1901-08-07,Washington Senators,Philadelphia Athletics,Columbia Park,7.0,14.0,2.0,3.0,9.0,1.0,,,
71694,1901-08-07,Boston Americans,Baltimore Orioles,Oriole Park,10.0,18.0,2.0,5.0,13.0,2.0,,,
71695,1901-08-07,Boston Americans,Baltimore Orioles,Oriole Park,4.0,10.0,2.0,10.0,14.0,3.0,,,
71697,1901-08-07,Chicago Orphans,Cincinnati Reds,League Park,3.0,12.0,1.0,6.0,15.0,1.0,,,
71698,1901-08-07,Milwaukee Brewers,Cleveland Blues,League Park (1901-09),4.0,6.0,0.0,5.0,10.0,3.0,,,
71699,1901-08-07,St. Louis Cardinals,Pittsburgh Pirates,Exposition Park,3.0,9.0,4.0,9.0,9.0,1.0,,,
71696,1901-08-07,Chicago White Sox,Detroit Tigers,Bennett Park,3.0,12.0,4.0,9.0,18.0,1.0,,,
71703,1901-08-08,Brooklyn Superbas,New York Giants,Polo Grounds III,3.0,11.0,1.0,0.0,4.0,6.0,,,
71704,1901-08-08,Brooklyn Superbas,New York Giants,Polo Grounds III,1.0,9.0,2.0,4.0,9.0,1.0,,,
71711,1901-08-08,Washington Senators,Philadelphia Athletics,Columbia Park,6.0,13.0,3.0,11.0,14.0,3.0,,,
71712,1901-08-08,Washington Senators,Philadelphia Athletics,Columbia Park,7.0,15.0,5.0,14.0,16.0,4.0,,,
71708,1901-08-08,Philadelphia Phillies,Boston Beaneaters,South End Grounds,7.0,12.0,0.0,0.0,4.0,5.0,,,
71709,1901-08-08,Philadelphia Phillies,Boston Beaneaters,South End Grounds,5.0,8.0,1.0,2.0,7.0,2.0,,,
71707,1901-08-08,Milwaukee Brewers,Cleveland Blues,League Park (1901-09),3.0,7.0,4.0,5.0,9.0,4.0,,,
71706,1901-08-08,Chicago Orphans,Pittsburgh Pirates,Exposition Park,6.0,9.0,2.0,7.0,11.0,2.0,,,
71710,1901-08-08,St. Louis Cardinals,Cincinnati Reds,League Park,2.0,5.0,1.0,0.0,5.0,1.0,,,
71702,1901-08-08,Baltimore Orioles,Boston Americans,Huntington Avenue Grounds,2.0,9.0,0.0,0.0,7.0,1.0,,,
71705,1901-08-08,Chicago White Sox,Detroit Tigers,Bennett Park,18.0,21.0,2.0,8.0,13.0,4.0,,,
71720,1901-08-09,Philadelphia Athletics,Washington Senators,League Park (1901-03),5.0,12.0,4.0,4.0,7.0,2.0,,,
71721,1901-08-09,Philadelphia Athletics,Washington Senators,League Park (1901-03),9.0,15.0,0.0,4.0,9.0,3.0,,,
71713,1901-08-09,Baltimore Orioles,Boston Americans,Huntington Avenue Grounds,11.0,15.0,2.0,9.0,12.0,6.0,,,
71714,1901-08-09,Baltimore Orioles,Boston Americans,Huntington Avenue Grounds,2.0,5.0,2.0,6.0,10.0,1.0,,,
71718,1901-08-09,Milwaukee Brewers,Cleveland Blues,League Park (1901-09),3.0,5.0,1.0,8.0,13.0,3.0,,,
71717,1901-08-09,Chicago Orphans,Pittsburgh Pirates,Exposition Park,4.0,8.0,3.0,1.0,6.0,3.0,,,
71722,1901-08-09,St. Louis Cardinals,Cincinnati Reds,League Park,13.0,12.0,1.0,6.0,11.0,7.0,,,
71719,1901-08-09,New York Giants,Philadelphia Phillies,Baker Bowl,2.0,5.0,6.0,13.0,17.0,2.0,,,
71715,1901-08-09,Boston Beaneaters,Brooklyn Superbas,Washington Park ,3.0,6.0,2.0,4.0,8.0,0.0,,,
71716,1901-08-09,Chicago White Sox,Detroit Tigers,Bennett Park,1.0,7.0,6.0,12.0,15.0,1.0,,,
71731,1901-08-10,Philadelphia Athletics,Washington Senators,League Park (1901-03),4.0,8.0,2.0,9.0,11.0,2.0,,,
71732,1901-08-10,Philadelphia Athletics,Washington Senators,League Park (1901-03),13.0,22.0,1.0,0.0,4.0,0.0,,,
71725,1901-08-10,Boston Beaneaters,Brooklyn Superbas,Washington Park ,9.0,15.0,0.0,4.0,10.0,2.0,,,
71726,1901-08-10,Boston Beaneaters,Brooklyn Superbas,Washington Park ,5.0,9.0,2.0,8.0,13.0,4.0,,,
71723,1901-08-10,Baltimore Orioles,Boston Americans,Huntington Avenue Grounds,4.0,6.0,1.0,6.0,11.0,5.0,,,
71724,1901-08-10,Baltimore Orioles,Boston Americans,Huntington Avenue Grounds,4.0,11.0,1.0,3.0,8.0,1.0,,,
71730,1901-08-10,New York Giants,Philadelphia Phillies,Baker Bowl,3.0,6.0,2.0,5.0,9.0,5.0,,,
71727,1901-08-10,Chicago White Sox,Cleveland Blues,League Park (1901-09),7.0,12.0,5.0,11.0,15.0,5.0,,,
71729,1901-08-10,Milwaukee Brewers,Detroit Tigers,Bennett Park,4.0,7.0,2.0,3.0,9.0,4.0,,,
71728,1901-08-10,Cincinnati Reds,St. Louis Cardinals,Robison Field,8.0,18.0,4.0,5.0,15.0,3.0,,,
71735,1901-08-11,Milwaukee Brewers,Detroit Tigers,Burns Park,5.0,10.0,5.0,16.0,20.0,5.0,,,
71736,1901-08-11,Pittsburgh Pirates,Chicago Orphans,West Side Park,5.0,11.0,1.0,1.0,4.0,0.0,,,
71733,1901-08-11,Cincinnati Reds,St. Louis Cardinals,Robison Field,2.0,11.0,2.0,3.0,16.0,2.0,,,
71734,1901-08-11,Cleveland Blues,Chicago White Sox,South Side Park ,4.0,11.0,1.0,3.0,9.0,3.0,,,
71740,1901-08-12,Philadelphia Athletics,Boston Americans,Huntington Avenue Grounds,0.0,7.0,3.0,6.0,9.0,2.0,,,
71741,1901-08-12,Philadelphia Athletics,Boston Americans,Huntington Avenue Grounds,7.0,12.0,2.0,1.0,5.0,5.0,,,
71737,1901-08-12,Chicago White Sox,Cleveland Blues,League Park (1901-09),17.0,18.0,1.0,2.0,10.0,9.0,,,
71739,1901-08-12,Milwaukee Brewers,Detroit Tigers,Bennett Park,6.0,5.0,0.0,4.0,8.0,4.0,,,
71738,1901-08-12,Cincinnati Reds,St. Louis Cardinals,Robison Field,5.0,8.0,3.0,8.0,13.0,2.0,,,
71744,1901-08-13,Chicago White Sox,Cleveland Blues,League Park (1901-09),0.0,3.0,3.0,4.0,9.0,1.0,,,
71745,1901-08-13,Chicago White Sox,Cleveland Blues,League Park (1901-09),14.0,22.0,0.0,1.0,5.0,3.0,,,
71747,1901-08-13,Philadelphia Athletics,Boston Americans,Huntington Avenue Grounds,3.0,10.0,1.0,4.0,14.0,2.0,,,
71748,1901-08-13,Philadelphia Phillies,Brooklyn Superbas,Washington Park ,2.0,6.0,1.0,8.0,12.0,1.0,,,
71743,1901-08-13,Boston Beaneaters,New York Giants,Polo Grounds III,3.0,8.0,1.0,0.0,4.0,3.0,,,
71742,1901-08-13,Baltimore Orioles,Washington Senators,League Park (1901-03),5.0,6.0,1.0,1.0,5.0,3.0,,,
71746,1901-08-13,Cincinnati Reds,St. Louis Cardinals,Robison Field,6.0,13.0,3.0,4.0,11.0,5.0,,,
71752,1901-08-14,Philadelphia Athletics,Boston Americans,Huntington Avenue Grounds,9.0,14.0,1.0,0.0,4.0,4.0,,,
71753,1901-08-14,Philadelphia Athletics,Boston Americans,Huntington Avenue Grounds,2.0,6.0,2.0,4.0,10.0,0.0,,,
71754,1901-08-14,Philadelphia Phillies,Brooklyn Superbas,Washington Park ,4.0,5.0,0.0,5.0,10.0,2.0,,,
71755,1901-08-14,Philadelphia Phillies,Brooklyn Superbas,Washington Park ,2.0,12.0,2.0,5.0,10.0,1.0,,,
71750,1901-08-14,Boston Beaneaters,New York Giants,Polo Grounds III,8.0,16.0,2.0,3.0,7.0,3.0,,,
71751,1901-08-14,Boston Beaneaters,New York Giants,Polo Grounds III,0.0,5.0,0.0,3.0,10.0,1.0,,,
71749,1901-08-14,Baltimore Orioles,Washington Senators,League Park (1901-03),4.0,5.0,3.0,8.0,7.0,1.0,,,
71756,1901-08-15,Boston Beaneaters,New York Giants,Polo Grounds III,3.0,11.0,1.0,2.0,8.0,0.0,,,
71757,1901-08-15,Boston Beaneaters,New York Giants,Polo Grounds III,5.0,13.0,0.0,5.0,12.0,2.0,,,
71760,1901-08-15,Milwaukee Brewers,Philadelphia Athletics,Columbia Park,4.0,11.0,3.0,6.0,9.0,4.0,,,
71759,1901-08-15,Cleveland Blues,Baltimore Orioles,Oriole Park,9.0,13.0,1.0,5.0,9.0,5.0,,,
71758,1901-08-15,Chicago Orphans,St. Louis Cardinals,Robison Field,4.0,9.0,2.0,2.0,11.0,3.0,,,
71765,1901-08-16,Milwaukee Brewers,Philadelphia Athletics,Columbia Park,2.0,8.0,1.0,10.0,19.0,1.0,,,
71766,1901-08-16,New York Giants,Brooklyn Superbas,Washington Park ,1.0,5.0,2.0,4.0,8.0,2.0,,,
71764,1901-08-16,Detroit Tigers,Washington Senators,League Park (1901-03),5.0,13.0,2.0,1.0,7.0,3.0,,,
71761,1901-08-16,Boston Beaneaters,Philadelphia Phillies,Baker Bowl,1.0,8.0,0.0,3.0,9.0,0.0,,,
71762,1901-08-16,Chicago White Sox,Boston Americans,Huntington Avenue Grounds,2.0,5.0,3.0,6.0,10.0,1.0,,,
71763,1901-08-16,Cleveland Blues,Baltimore Orioles,Oriole Park,0.0,5.0,0.0,1.0,7.0,0.0,,,
71777,1901-08-17,Milwaukee Brewers,Philadelphia Athletics,Columbia Park,5.0,11.0,0.0,8.0,12.0,2.0,,,
71778,1901-08-17,Milwaukee Brewers,Philadelphia Athletics,Columbia Park,4.0,12.0,4.0,6.0,10.0,0.0,,,
71767,1901-08-17,Brooklyn Superbas,New York Giants,Polo Grounds III,4.0,10.0,2.0,2.0,6.0,1.0,,,
71768,1901-08-17,Brooklyn Superbas,New York Giants,Polo Grounds III,6.0,16.0,0.0,1.0,7.0,1.0,,,
71775,1901-08-17,Detroit Tigers,Washington Senators,League Park (1901-03),1.0,6.0,3.0,5.0,15.0,0.0,,,
71776,1901-08-17,Detroit Tigers,Washington Senators,League Park (1901-03),2.0,4.0,0.0,0.0,4.0,4.0,,,
71769,1901-08-17,Boston Beaneaters,Philadelphia Phillies,Baker Bowl,0.0,5.0,1.0,2.0,8.0,1.0,,,
71770,1901-08-17,Boston Beaneaters,Philadelphia Phillies,Baker Bowl,2.0,4.0,4.0,3.0,9.0,1.0,,,
71773,1901-08-17,Cincinnati Reds,Pittsburgh Pirates,Exposition Park,0.0,5.0,2.0,5.0,8.0,0.0,,,
71771,1901-08-17,Chicago White Sox,Boston Americans,Huntington Avenue Grounds,2.0,7.0,2.0,4.0,14.0,2.0,,,
71774,1901-08-17,Cleveland Blues,Baltimore Orioles,Oriole Park,2.0,6.0,1.0,3.0,9.0,5.0,,,
71772,1901-08-17,Chicago Orphans,St. Louis Cardinals,Robison Field,6.0,8.0,1.0,3.0,6.0,2.0,,,
71780,1901-08-18,Pittsburgh Pirates,Cincinnati Reds,League Park,4.0,10.0,1.0,5.0,12.0,1.0,,,
71779,1901-08-18,Chicago Orphans,St. Louis Cardinals,Robison Field,5.0,6.0,2.0,8.0,16.0,2.0,,,
71784,1901-08-19,Milwaukee Brewers,Boston Americans,Huntington Avenue Grounds,5.0,10.0,2.0,6.0,12.0,6.0,,,
71782,1901-08-19,Chicago Orphans,Cincinnati Reds,League Park,0.0,3.0,3.0,2.0,7.0,2.0,,,
71785,1901-08-19,New York Giants,Boston Beaneaters,South End Grounds,6.0,11.0,3.0,11.0,13.0,1.0,,,
71781,1901-08-19,Chicago White Sox,Washington Senators,League Park (1901-03),2.0,10.0,1.0,5.0,14.0,3.0,,,
71783,1901-08-19,Detroit Tigers,Baltimore Orioles,Oriole Park,3.0,5.0,0.0,4.0,13.0,3.0,,,
71786,1901-08-19,Pittsburgh Pirates,St. Louis Cardinals,Robison Field,9.0,17.0,4.0,5.0,9.0,5.0,,,
71787,1901-08-20,Brooklyn Superbas,Philadelphia Phillies,Baker Bowl,4.0,7.0,1.0,1.0,4.0,0.0,,,
71788,1901-08-20,Brooklyn Superbas,Philadelphia Phillies,Baker Bowl,3.0,11.0,1.0,2.0,11.0,0.0,,,
71792,1901-08-20,Milwaukee Brewers,Boston Americans,Huntington Avenue Grounds,0.0,7.0,2.0,6.0,8.0,0.0,,,
71790,1901-08-20,Cleveland Blues,Philadelphia Athletics,Columbia Park,7.0,14.0,2.0,3.0,12.0,2.0,,,
71793,1901-08-20,New York Giants,Boston Beaneaters,South End Grounds,3.0,9.0,1.0,0.0,5.0,2.0,,,
71789,1901-08-20,Chicago White Sox,Washington Senators,League Park (1901-03),9.0,9.0,1.0,3.0,12.0,2.0,,,
71791,1901-08-20,Detroit Tigers,Baltimore Orioles,Oriole Park,5.0,10.0,1.0,2.0,7.0,2.0,,,
71794,1901-08-20,Pittsburgh Pirates,St. Louis Cardinals,Robison Field,14.0,22.0,3.0,2.0,6.0,8.0,,,
71798,1901-08-21,Cleveland Blues,Philadelphia Athletics,Columbia Park,7.0,6.0,4.0,8.0,13.0,5.0,,,
71799,1901-08-21,Cleveland Blues,Philadelphia Athletics,Columbia Park,3.0,8.0,5.0,7.0,8.0,4.0,,,
71801,1901-08-21,Milwaukee Brewers,Boston Americans,Huntington Avenue Grounds,5.0,11.0,5.0,8.0,11.0,1.0,,,
71797,1901-08-21,Chicago Orphans,Cincinnati Reds,League Park,9.0,11.0,0.0,1.0,3.0,3.0,,,
71795,1901-08-21,Brooklyn Superbas,Philadelphia Phillies,Baker Bowl,2.0,4.0,2.0,6.0,12.0,1.0,,,
71802,1901-08-21,New York Giants,Boston Beaneaters,South End Grounds,2.0,12.0,3.0,5.0,10.0,1.0,,,
71796,1901-08-21,Chicago White Sox,Washington Senators,League Park (1901-03),0.0,8.0,3.0,8.0,9.0,1.0,,,
71800,1901-08-21,Detroit Tigers,Baltimore Orioles,Oriole Park,,,,,,,,,
71803,1901-08-21,Pittsburgh Pirates,St. Louis Cardinals,Robison Field,3.0,11.0,1.0,4.0,14.0,1.0,,,
71805,1901-08-22,Chicago Orphans,Cincinnati Reds,League Park,3.0,6.0,2.0,6.0,9.0,1.0,,,
71806,1901-08-22,Cleveland Blues,Boston Americans,Huntington Avenue Grounds,3.0,10.0,2.0,4.0,5.0,7.0,,,
71807,1901-08-22,Detroit Tigers,Philadelphia Athletics,Columbia Park,0.0,4.0,4.0,1.0,9.0,0.0,,,
71809,1901-08-22,New York Giants,Brooklyn Superbas,Washington Park ,1.0,5.0,7.0,7.0,6.0,2.0,,,
71808,1901-08-22,Milwaukee Brewers,Washington Senators,League Park (1901-03),3.0,9.0,4.0,4.0,9.0,4.0,,,
71810,1901-08-22,Philadelphia Phillies,Boston Beaneaters,South End Grounds,4.0,8.0,2.0,5.0,14.0,3.0,,,
71804,1901-08-22,Chicago White Sox,Baltimore Orioles,Oriole Park,6.0,18.0,1.0,5.0,13.0,3.0,,,
71811,1901-08-22,Pittsburgh Pirates,St. Louis Cardinals,Robison Field,4.0,10.0,2.0,3.0,9.0,1.0,,,
71814,1901-08-23,Cleveland Blues,Boston Americans,Huntington Avenue Grounds,1.0,7.0,4.0,5.0,8.0,3.0,,,
71815,1901-08-23,Detroit Tigers,Philadelphia Athletics,Columbia Park,2.0,8.0,3.0,7.0,11.0,1.0,,,
71812,1901-08-23,Brooklyn Superbas,New York Giants,Polo Grounds III,4.0,14.0,0.0,1.0,8.0,2.0,,,
71816,1901-08-23,Philadelphia Phillies,Boston Beaneaters,South End Grounds,6.0,17.0,1.0,7.0,19.0,1.0,,,
71813,1901-08-23,Chicago White Sox,Baltimore Orioles,Oriole Park,6.0,8.0,0.0,4.0,12.0,0.0,,,
71818,1901-08-24,Cleveland Blues,Boston Americans,Huntington Avenue Grounds,4.0,7.0,1.0,2.0,7.0,2.0,,,
71819,1901-08-24,Milwaukee Brewers,Washington Senators,League Park (1901-03),1.0,6.0,1.0,0.0,5.0,2.0,,,
71820,1901-08-24,Philadelphia Phillies,Boston Beaneaters,South End Grounds,13.0,12.0,1.0,5.0,6.0,6.0,,,
71817,1901-08-24,Chicago White Sox,Baltimore Orioles,Oriole Park,4.0,10.0,2.0,10.0,15.0,3.0,,,
71821,1901-08-24,St. Louis Cardinals,Chicago Orphans,West Side Park,1.0,4.0,4.0,5.0,7.0,4.0,,,
71822,1901-08-25,Pittsburgh Pirates,Cincinnati Reds,League Park,6.0,12.0,1.0,3.0,4.0,1.0,,,
71823,1901-08-25,St. Louis Cardinals,Chicago Orphans,West Side Park,3.0,6.0,2.0,5.0,9.0,0.0,,,
71828,1901-08-26,Detroit Tigers,Boston Americans,Huntington Avenue Grounds,6.0,14.0,2.0,3.0,6.0,4.0,,,
71831,1901-08-26,St. Louis Cardinals,Pittsburgh Pirates,Exposition Park,5.0,10.0,1.0,2.0,5.0,5.0,,,
71827,1901-08-26,Cleveland Blues,Washington Senators,League Park (1901-03),1.0,6.0,2.0,8.0,11.0,1.0,,,
71830,1901-08-26,New York Giants,Philadelphia Phillies,Baker Bowl,3.0,10.0,1.0,1.0,3.0,3.0,,,
71824,1901-08-26,Boston Beaneaters,Brooklyn Superbas,Washington Park ,2.0,5.0,0.0,0.0,2.0,3.0,,,
71825,1901-08-26,Chicago White Sox,Philadelphia Athletics,Columbia Park,11.0,12.0,5.0,4.0,9.0,8.0,,,
71829,1901-08-26,Milwaukee Brewers,Baltimore Orioles,Oriole Park,3.0,10.0,3.0,5.0,10.0,0.0,,,
71826,1901-08-26,Cincinnati Reds,Chicago Orphans,West Side Park,4.0,5.0,1.0,3.0,7.0,2.0,,,
71839,1901-08-27,New York Giants,Philadelphia Phillies,Baker Bowl,5.0,10.0,1.0,3.0,5.0,2.0,,,
71840,1901-08-27,New York Giants,Philadelphia Phillies,Baker Bowl,5.0,11.0,4.0,4.0,4.0,1.0,,,
71832,1901-08-27,Boston Beaneaters,Brooklyn Superbas,Washington Park ,3.0,11.0,1.0,4.0,8.0,1.0,,,
71833,1901-08-27,Boston Beaneaters,Brooklyn Superbas,Washington Park ,0.0,6.0,1.0,3.0,8.0,1.0,,,
71837,1901-08-27,Detroit Tigers,Boston Americans,Huntington Avenue Grounds,1.0,12.0,3.0,2.0,7.0,1.0,,,
71841,1901-08-27,St. Louis Cardinals,Pittsburgh Pirates,Exposition Park,1.0,5.0,1.0,7.0,11.0,1.0,,,
71836,1901-08-27,Cleveland Blues,Washington Senators,League Park (1901-03),0.0,5.0,3.0,5.0,10.0,0.0,,,
71834,1901-08-27,Chicago White Sox,Philadelphia Athletics,Columbia Park,5.0,8.0,4.0,7.0,11.0,1.0,,,
71838,1901-08-27,Milwaukee Brewers,Baltimore Orioles,Oriole Park,5.0,10.0,4.0,5.0,7.0,6.0,,,
71835,1901-08-27,Cincinnati Reds,Chicago Orphans,West Side Park,2.0,7.0,2.0,3.0,6.0,2.0,,,
71845,1901-08-28,Cleveland Blues,Washington Senators,League Park (1901-03),1.0,5.0,0.0,4.0,12.0,1.0,,,
71846,1901-08-28,Cleveland Blues,Washington Senators,League Park (1901-03),7.0,13.0,3.0,4.0,8.0,5.0,,,
71847,1901-08-28,Detroit Tigers,Boston Americans,Huntington Avenue Grounds,4.0,6.0,3.0,2.0,4.0,1.0,,,
71850,1901-08-28,St. Louis Cardinals,Pittsburgh Pirates,Exposition Park,9.0,10.0,2.0,7.0,13.0,4.0,,,
71849,1901-08-28,New York Giants,Philadelphia Phillies,Baker Bowl,4.0,8.0,5.0,13.0,17.0,2.0,,,
71842,1901-08-28,Boston Beaneaters,Brooklyn Superbas,Washington Park ,1.0,6.0,2.0,5.0,14.0,2.0,,,
71843,1901-08-28,Chicago White Sox,Philadelphia Athletics,Columbia Park,3.0,4.0,0.0,0.0,6.0,2.0,,,
71848,1901-08-28,Milwaukee Brewers,Baltimore Orioles,Oriole Park,11.0,10.0,1.0,8.0,16.0,7.0,,,
71844,1901-08-28,Cincinnati Reds,Chicago Orphans,West Side Park,4.0,12.0,1.0,5.0,10.0,0.0,,,
71853,1901-08-29,Chicago Orphans,Pittsburgh Pirates,Exposition Park,4.0,7.0,1.0,1.0,2.0,2.0,,,
71854,1901-08-29,Chicago Orphans,Pittsburgh Pirates,Exposition Park,1.0,6.0,5.0,2.0,8.0,0.0,,,
71856,1901-08-29,Washington Senators,Cleveland Blues,League Park (1901-09),13.0,16.0,2.0,11.0,21.0,3.0,,,
71855,1901-08-29,Philadelphia Phillies,New York Giants,Polo Grounds III,7.0,12.0,5.0,6.0,6.0,3.0,,,
71852,1901-08-29,Brooklyn Superbas,Boston Beaneaters,South End Grounds,1.0,6.0,6.0,5.0,6.0,3.0,,,
71851,1901-08-29,Boston Americans,Detroit Tigers,Bennett Park,3.0,6.0,5.0,5.0,10.0,1.0,,,
71862,1901-08-30,Philadelphia Phillies,New York Giants,Polo Grounds III,8.0,15.0,3.0,0.0,6.0,4.0,,,
71859,1901-08-30,Brooklyn Superbas,Boston Beaneaters,South End Grounds,4.0,11.0,1.0,3.0,8.0,1.0,,,
71858,1901-08-30,Boston Americans,Detroit Tigers,Bennett Park,5.0,10.0,1.0,4.0,14.0,4.0,,,
71861,1901-08-30,Philadelphia Athletics,Milwaukee Brewers,Lloyd Street Grounds,3.0,6.0,1.0,1.0,9.0,4.0,,,
71860,1901-08-30,Cincinnati Reds,St. Louis Cardinals,Robison Field,7.0,12.0,1.0,5.0,8.0,1.0,,,
71857,1901-08-30,Baltimore Orioles,Chicago White Sox,South Side Park ,5.0,7.0,5.0,5.0,11.0,3.0,,,
71868,1901-08-31,Chicago Orphans,Pittsburgh Pirates,Exposition Park,5.0,8.0,1.0,1.0,7.0,1.0,,,
71869,1901-08-31,Chicago Orphans,Pittsburgh Pirates,Exposition Park,2.0,8.0,0.0,5.0,11.0,0.0,,,
71873,1901-08-31,Washington Senators,Cleveland Blues,League Park (1901-09),4.0,9.0,2.0,16.0,19.0,0.0,,,
71874,1901-08-31,Washington Senators,Cleveland Blues,League Park (1901-09),7.0,5.0,0.0,0.0,3.0,2.0,,,
71865,1901-08-31,Boston Americans,Detroit Tigers,Bennett Park,5.0,6.0,3.0,6.0,6.0,4.0,,,
71866,1901-08-31,Boston Americans,Detroit Tigers,Bennett Park,4.0,8.0,0.0,4.0,7.0,3.0,,,
71863,1901-08-31,Baltimore Orioles,Chicago White Sox,South Side Park ,2.0,7.0,5.0,12.0,15.0,2.0,,,
71864,1901-08-31,Baltimore Orioles,Chicago White Sox,South Side Park ,2.0,6.0,1.0,5.0,6.0,2.0,,,
71872,1901-08-31,Philadelphia Phillies,New York Giants,Polo Grounds III,4.0,12.0,1.0,2.0,9.0,2.0,,,
71867,1901-08-31,Brooklyn Superbas,Boston Beaneaters,South End Grounds,0.0,6.0,1.0,2.0,6.0,0.0,,,
71871,1901-08-31,Philadelphia Athletics,Milwaukee Brewers,Lloyd Street Grounds,1.0,2.0,3.0,6.0,11.0,5.0,,,
71870,1901-08-31,Cincinnati Reds,St. Louis Cardinals,Robison Field,4.0,9.0,5.0,15.0,15.0,2.0,,,
71877,1901-09-01,Washington Senators,Detroit Tigers,Burns Park,9.0,14.0,1.0,4.0,11.0,3.0,,,
71876,1901-09-01,Philadelphia Athletics,Milwaukee Brewers,Lloyd Street Grounds,1.0,7.0,4.0,2.0,7.0,2.0,,,
71875,1901-09-01,Baltimore Orioles,Chicago White Sox,South Side Park ,3.0,4.0,5.0,6.0,5.0,1.0,,,
71880,1901-09-02,Boston Americans,Cleveland Blues,League Park (1901-09),9.0,12.0,6.0,4.0,3.0,2.0,,,
71881,1901-09-02,Boston Americans,Cleveland Blues,League Park (1901-09),4.0,5.0,1.0,1.0,5.0,3.0,,,
71882,1901-09-02,Chicago Orphans,New York Giants,Polo Grounds III,1.0,6.0,7.0,6.0,9.0,1.0,,,
71883,1901-09-02,Chicago Orphans,New York Giants,Polo Grounds III,3.0,6.0,1.0,1.0,6.0,2.0,,,
71884,1901-09-02,Cincinnati Reds,Philadelphia Phillies,Baker Bowl,3.0,7.0,0.0,4.0,10.0,3.0,,,
71885,1901-09-02,Cincinnati Reds,Philadelphia Phillies,Baker Bowl,1.0,5.0,2.0,6.0,10.0,3.0,,,
71888,1901-09-02,Pittsburgh Pirates,Boston Beaneaters,South End Grounds,5.0,12.0,1.0,3.0,6.0,0.0,,,
71889,1901-09-02,Pittsburgh Pirates,Boston Beaneaters,South End Grounds,3.0,10.0,1.0,0.0,3.0,3.0,,,
71891,1901-09-02,Washington Senators,Detroit Tigers,Bennett Park,2.0,10.0,1.0,5.0,9.0,1.0,,,
71892,1901-09-02,Washington Senators,Detroit Tigers,Bennett Park,4.0,12.0,2.0,7.0,12.0,0.0,,,
71886,1901-09-02,Philadelphia Athletics,Chicago White Sox,South Side Park ,0.0,6.0,4.0,2.0,5.0,2.0,,,
71887,1901-09-02,Philadelphia Athletics,Chicago White Sox,South Side Park ,10.0,11.0,4.0,9.0,12.0,4.0,,,
71878,1901-09-02,Baltimore Orioles,Milwaukee Brewers,Lloyd Street Grounds,1.0,7.0,9.0,2.0,9.0,2.0,,,
71879,1901-09-02,Baltimore Orioles,Milwaukee Brewers,Lloyd Street Grounds,1.0,2.0,2.0,2.0,6.0,2.0,,,
71890,1901-09-02,St. Louis Cardinals,Brooklyn Superbas,Washington Park ,5.0,8.0,3.0,11.0,14.0,0.0,,,
71895,1901-09-03,Boston Americans,Cleveland Blues,League Park (1901-09),0.0,2.0,3.0,1.0,2.0,0.0,,,
71896,1901-09-03,Boston Americans,Cleveland Blues,League Park (1901-09),0.0,5.0,5.0,4.0,8.0,2.0,,,
71900,1901-09-03,St. Louis Cardinals,Brooklyn Superbas,Washington Park ,3.0,8.0,2.0,8.0,16.0,0.0,,,
71901,1901-09-03,St. Louis Cardinals,Brooklyn Superbas,Washington Park ,8.0,13.0,4.0,7.0,10.0,4.0,,,
71893,1901-09-03,Baltimore Orioles,Milwaukee Brewers,Lloyd Street Grounds,10.0,14.0,1.0,0.0,6.0,5.0,,,
71894,1901-09-03,Baltimore Orioles,Milwaukee Brewers,Lloyd Street Grounds,1.0,7.0,2.0,6.0,9.0,2.0,,,
71897,1901-09-03,Chicago Orphans,New York Giants,Polo Grounds III,10.0,15.0,4.0,4.0,10.0,3.0,,,
